statement,label,domain,source,correction
Says a Donald Trump tweet credited Gov. Ron DeSantis for Hurricane Dorian's path away from Florida.,0.0,politics,politifact,
"Says Hillary Clinton wrote, ""I believe the primary role of the state is to teach, train and raise children. Parents have a secondary role.",0.0,politics,politifact,
The spot where they are 'getting a sample' for the COVID-19 test is called your Blood-Brain Barrier.,0.0,politics,politifact,
"Says Patrick Murphy advocated for ""cuts to Social Security and Medicare.",1.0,politics,politifact,
Video shows an aide to U.S. Rep. Nancy Pelosi snapping at former U.S. Rep. Trey Gowdy.,1.0,politics,politifact,
David McCormick paid for attacks on Donald Trump.,1.0,politics,politifact,
"When Mitt Romney chose Paul Ryan as his vice-presidential running mate, ""that was the end"" of Romney's chances to win.",1.0,politics,politifact,
"Americans who worked through the pandemic are being paid up to $26,000 by qualifying for the Employee Retention Credit.",1.0,politics,politifact,
The first Statue of Liberty given to the U.S. by France was a Black woman which the U.S. rejected.,1.0,politics,politifact,
"Dr. Anthony Fauci ""admits that mask mandates were a broad spectrum failure.",1.0,politics,politifact,
"Says Facebook now has a ""witch checker.",0.0,politics,politifact,
Donald Trump to issue an executive order to ban Facebook across U.S.,0.0,politics,politifact,
Teachers are the number one occupation of the antifa terrorist organization according to the FBI.,0.0,politics,politifact,
"Says CNN called Abu Bakr al-Baghdadi an ""unarmed father of three.",0.0,politics,politifact,
"Says Dennis Miller said that if he didn't see women protesting the Ghislaine Maxwell trial verdict ""you're all frauds. This isn't justice for those women, this is a joke.",1.0,politics,politifact,
"Garth Brooks played to a ""half-empty arena"" in Illinois.",0.0,politics,politifact,
"Video shows Nancy Pelosi saying, ""I've given a shoot-to-kill order for any breach of the speaker's lobby,"" on Jan. 6, 2021.",0.0,politics,politifact,
"Says a photo of a tortured man is U.S. diplomat Chris Stevens, who was killed in the 2012 Benghazi attack.",0.0,politics,politifact,
"Says Kobe Bryant's wife ""recorded her suicide after depression attack this morning.",0.0,politics,politifact,
"Says Qassem Soleimani ""assisted in the clandestine travel to Afghanistan of 10 of the 12 terrorists who carried out the September 11 terrorist attacks in the United States.",1.0,politics,politifact,
"The voting rights bill ""would register millions of illegal aliens to vote. It is intended to do that.",0.0,politics,politifact,
"Says he has engaged in the political process ""only in the past decade.",1.0,politics,politifact,
"The Travis County propositions will not raise your taxes! If you are 65 or older, your property taxes are frozen.",1.0,politics,politifact,
Colorado Rockies baseball team to sell marijuana brownies at their concession stands.,0.0,politics,politifact,
"Dark spots on potato chips are ""infected with throat mold.",0.0,politics,politifact,
"In her defeat of Republican Rep. Karen Handel, Democratic challenger Lucy McBath ""was outspent 5-1.",1.0,politics,politifact,
Lauren Boebert received a PPP loan for her restaurant.,1.0,politics,politifact,
The first round of stimulus ... it created zero jobs.,0.0,politics,politifact,
A photo shows Air Force One at the 2020 Daytona 500.,1.0,politics,politifact,
"Says ""as we sit right now, Medicare, if we do nothing, will be gone in eight years, if we do nothing to it.",1.0,politics,politifact,
"Prosecutor Jack Smith ""only targets Republicans.",1.0,politics,politifact,
"In 1986, the founder of the Times Square Church prophesied that he saw ""a plague coming on the world and the bars and church and government will shut down,"" with New York City especially hard hit.",1.0,politics,politifact,
"PELOSI says if President TRUMP wins, she will resign!!",0.0,politics,politifact,
U.S. military at the White House arresting Congress.,0.0,politics,politifact,
There is no evidence that poor people abuse drugs more frequently than any other socio-economic group.,1.0,politics,politifact,
"In certain swing states, there were more votes than people who voted, and in big numbers.",0.0,politics,politifact,
We have over 300 state agencies. Forty-five of those agencies are related to health care.,1.0,politics,politifact,
"Says Nikki Haley ""white-washed"" her name because she thought it ""would give her a better chance than the name Nimrata Randhawa.",0.0,politics,politifact,
"Idaho Republican Rep. Mike Simpson is a ""liberal"" who voted with Nancy Pelosi to ""fund sex study programs of San Francisco prostitutes"" and ""to regulate the sale of firearms.",0.0,politics,politifact,
"McCain ""has opposed stem cell research.",1.0,politics,politifact,
"A video shows that a ""Nuremberg 2.0 crimes against humanity trial starts Jan 2023.",1.0,politics,politifact,
Only in the Third World do you see this habitual use of prosecutions of former leaders.,1.0,politics,politifact,
"Says a photo shows ""25,000 outside all to hear the POTUS speak!",1.0,politics,politifact,
"English ""is our national language...if it becomes official, that means in a place like New York City you can't print ballots in any other language.",1.0,politics,politifact,
"We got to a point that our Air Force pilots were going to museums to find spare parts over the last eight years"" under Barack Obama.",0.0,politics,politifact,
"The Club Q shooting was a ""false flag.",0.0,politics,politifact,
Photo shows Joe Biden touching a child inappropriately.,0.0,politics,politifact,
Says George Soros was arrested in Switzerland for a web of crimes based on information provided by Barack Obama.,0.0,politics,politifact,
Biden points and waves to nobody again.,1.0,politics,politifact,
Schools stopped teaching children cursive so they wouldn't be able to read the U.S. Constitution and other historical documents.,0.0,politics,politifact,
"The Democrats are pushing for an implanted microchip in humans, and everyone to be vaccinated.",1.0,politics,politifact,
"Says gubernatorial candidate Clay Pell ""hasn't spent a dime on advertising.",0.0,politics,politifact,
"The Obama administration is ""unwinding our nation's welfare-to-work requirements.",1.0,politics,politifact,
"Wisconsin lost ""almost 4,000 manufacturing jobs in 2017.",1.0,politics,politifact,
"Says Gov. Ron DeSantis ""just signed legislation requiring students, faculty and staff at Florida's public universities and colleges to register their political views with the state.",1.0,politics,politifact,
"Video shows U.S. Rep. Jim Jordan asking U.S. Rep. Jerry Nadler, ""What are you hiding?",1.0,politics,politifact,
"Hundreds of thousands died after taking the advice of these celebrities,"" who are ""aiding and abetting mass murder"" by advocating COVID-19 vaccination.",1.0,politics,politifact,
"As a lawyer working in Korea, Nate McMurray helped send American jobs to Asia",1.0,politics,politifact,
"Speaking of the federal debt before the coronavirus pandemic, ""we were starting to get that number down.",1.0,politics,politifact,
"Says Kay Hagan ""supports waivers for friends of Obama and special treatment for Congress and their staffs.",1.0,politics,politifact,
"The previous administration under President Barack Obama really was the first time that we didn't ask a citizenship-type question … for the first time in a century, a citizenship question was not included in 2010.",1.0,politics,politifact,
Woman set to testify against Clintons blown up in home explosion.,0.0,politics,politifact,
"Suez Canal blocked by huge container ship named Evergreen. Evergreen shipping is most likely a cover for human and sex trafficking"" by Hillary Clinton.",0.0,politics,politifact,
"The omicron variant of COVID-19 ""came out"" in 2021, but ""the copyright on this book"" about the variant is 2020.",1.0,politics,politifact,
"Antifa is the culprit"" in the Capitol riot.",0.0,politics,politifact,
Says Dr. Anthony Fauci wrote a paper blaming 1918-19 flu deaths on masks.,1.0,politics,politifact,
Trans species man who self-identifies as a deer accidentally shot by hunters.,0.0,politics,politifact,
"Siri gave ""CONFIRMATION of the Democrats' sinister plan to REMOVE Sleepy Joe immediately using the 25th Amendment and instate Kamala Harris as President!",0.0,politics,politifact,
"Fox admits they lie"" and, under the First Amendment, ""have the right to lie or deliberately distort news reports on public airwaves.",1.0,politics,politifact,
Nancy Pelosi has invited all illegals to her mansion at 2724 Pacific Ave San Francisco CA.,1.0,politics,politifact,
They didn't even put up a fight against SALT,1.0,politics,politifact,
"Says Dr. Robert Gallo, the man who helped discover the HIV virus, confessed he was ""forced"" to ""create the HIV virus as a secret weapon to wipe out the African race.",0.0,politics,politifact,
"Red trees are significant to the early Christian church. In eastern Europe, the church would dye the trees red to symbolize the blood of Jesus & the resurrection.",1.0,politics,politifact,
